"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 19 10:46:58 GMT 2023","Tue Dec 19 10:46:58 GMT 2023","39","","Cypress Tests with Docker","","","","should load website",""
"passed","Tue Dec 19 10:46:42 GMT 2023","Tue Dec 19 10:46:43 GMT 2023","372","","Verify drag and drop","","","","should drag and drop a draggable item - example 1",""
"passed","Tue Dec 19 10:46:44 GMT 2023","Tue Dec 19 10:46:51 GMT 2023","6723","","Verify drag and drop","","","","should able to drag and drop element on Material Angular example page",""
"passed","Tue Dec 19 10:46:30 GMT 2023","Tue Dec 19 10:46:30 GMT 2023","185","","Visual Regression","","","","Should load account activity",""
"passed","Tue Dec 19 10:46:57 GMT 2023","Tue Dec 19 10:46:57 GMT 2023","237","","Visual Regression","","","","Should match https://example.com in resolution iphone-6",""
"passed","Tue Dec 19 10:46:31 GMT 2023","Tue Dec 19 10:46:36 GMT 2023","5582","","Visual Regression","","","","should verify the content of the pdf file",""
"passed","Tue Dec 19 10:46:58 GMT 2023","Tue Dec 19 10:46:58 GMT 2023","329","","Visual Regression","","","","Should match https://example.com in resolution 1200,800",""
"passed","Tue Dec 19 10:46:58 GMT 2023","Tue Dec 19 10:46:58 GMT 2023","201","","Single Element Snapshot","","","","Should match a single element on the page",""
"passed","Tue Dec 19 10:46:30 GMT 2023","Tue Dec 19 10:46:31 GMT 2023","332","","Visual Regression","","","","Data table snapshot",""
"passed","Tue Dec 19 10:47:05 GMT 2023","Tue Dec 19 10:47:06 GMT 2023","827","","Visual Regression -Login Page","","","","Mobile Layout",""
"passed","Tue Dec 19 10:47:04 GMT 2023","Tue Dec 19 10:47:05 GMT 2023","878","","Visual Regression -Login Page","","","","Tablet Layout",""
"passed","Tue Dec 19 10:47:03 GMT 2023","Tue Dec 19 10:47:04 GMT 2023","1035","","Visual Regression -Login Page","","","","Desktop Layout",""
"passed","Tue Dec 19 10:46:58 GMT 2023","Tue Dec 19 10:46:58 GMT 2023","11","","Cypress Tests with Docker","","","","should load h1 element",""
"passed","Tue Dec 19 10:46:57 GMT 2023","Tue Dec 19 10:46:58 GMT 2023","246","","Visual Regression","","","","Should match https://example.com in resolution ipad-2",""
"passed","Tue Dec 19 10:47:11 GMT 2023","Tue Dec 19 10:47:12 GMT 2023","1106","","Visual Testing with Percy and Cypress","","","","should take percy snapshot",""
