"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 22 02:25:13 GMT 2023","Fri Dec 22 02:25:14 GMT 2023","1111","","Visual Testing with Percy and Cypress","","","","should take percy snapshot",""
"passed","Fri Dec 22 02:24:28 GMT 2023","Fri Dec 22 02:24:33 GMT 2023","5731","","Visual Regression","","","","should verify the content of the pdf file",""
"passed","Fri Dec 22 02:24:56 GMT 2023","Fri Dec 22 02:24:56 GMT 2023","241","","Visual Regression","","","","Should match https://example.com in resolution iphone-6",""
"passed","Fri Dec 22 02:25:03 GMT 2023","Fri Dec 22 02:25:04 GMT 2023","1518","","Visual Regression -Login Page","","","","Desktop Layout",""
"passed","Fri Dec 22 02:24:57 GMT 2023","Fri Dec 22 02:24:57 GMT 2023","296","","Visual Regression","","","","Should match https://example.com in resolution 1200,800",""
"passed","Fri Dec 22 02:24:27 GMT 2023","Fri Dec 22 02:24:27 GMT 2023","500","","Visual Regression","","","","Should load account activity",""
"passed","Fri Dec 22 02:25:05 GMT 2023","Fri Dec 22 02:25:06 GMT 2023","936","","Visual Regression -Login Page","","","","Mobile Layout",""
"passed","Fri Dec 22 02:24:57 GMT 2023","Fri Dec 22 02:24:57 GMT 2023","42","","Cypress Tests with Docker","","","","should load website",""
"passed","Fri Dec 22 02:24:57 GMT 2023","Fri Dec 22 02:24:57 GMT 2023","13","","Cypress Tests with Docker","","","","should load h1 element",""
"passed","Fri Dec 22 02:24:40 GMT 2023","Fri Dec 22 02:24:41 GMT 2023","590","","Verify drag and drop","","","","should drag and drop a draggable item - example 1",""
"passed","Fri Dec 22 02:24:27 GMT 2023","Fri Dec 22 02:24:28 GMT 2023","336","","Visual Regression","","","","Data table snapshot",""
"passed","Fri Dec 22 02:24:43 GMT 2023","Fri Dec 22 02:24:49 GMT 2023","6544","","Verify drag and drop","","","","should able to drag and drop element on Material Angular example page",""
"passed","Fri Dec 22 02:25:04 GMT 2023","Fri Dec 22 02:25:05 GMT 2023","1009","","Visual Regression -Login Page","","","","Tablet Layout",""
"passed","Fri Dec 22 02:24:56 GMT 2023","Fri Dec 22 02:24:57 GMT 2023","262","","Visual Regression","","","","Should match https://example.com in resolution ipad-2",""
"passed","Fri Dec 22 02:24:57 GMT 2023","Fri Dec 22 02:24:57 GMT 2023","215","","Single Element Snapshot","","","","Should match a single element on the page",""
