"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 16 13:46:44 GMT 2023","Sat Dec 16 13:46:45 GMT 2023","856","","Visual Regression -Login Page","","","","Mobile Layout",""
"passed","Sat Dec 16 13:46:10 GMT 2023","Sat Dec 16 13:46:10 GMT 2023","326","","Visual Regression","","","","Data table snapshot",""
"passed","Sat Dec 16 13:46:10 GMT 2023","Sat Dec 16 13:46:16 GMT 2023","5595","","Visual Regression","","","","should verify the content of the pdf file",""
"passed","Sat Dec 16 13:46:50 GMT 2023","Sat Dec 16 13:46:52 GMT 2023","1110","","Visual Testing with Percy and Cypress","","","","should take percy snapshot",""
"passed","Sat Dec 16 13:46:37 GMT 2023","Sat Dec 16 13:46:38 GMT 2023","219","","Single Element Snapshot","","","","Should match a single element on the page",""
"passed","Sat Dec 16 13:46:38 GMT 2023","Sat Dec 16 13:46:38 GMT 2023","50","","Cypress Tests with Docker","","","","should load website",""
"passed","Sat Dec 16 13:46:09 GMT 2023","Sat Dec 16 13:46:10 GMT 2023","195","","Visual Regression","","","","Should load account activity",""
"passed","Sat Dec 16 13:46:36 GMT 2023","Sat Dec 16 13:46:37 GMT 2023","241","","Visual Regression","","","","Should match https://example.com in resolution iphone-6",""
"passed","Sat Dec 16 13:46:38 GMT 2023","Sat Dec 16 13:46:38 GMT 2023","14","","Cypress Tests with Docker","","","","should load h1 element",""
"passed","Sat Dec 16 13:46:22 GMT 2023","Sat Dec 16 13:46:22 GMT 2023","462","","Verify drag and drop","","","","should drag and drop a draggable item - example 1",""
"passed","Sat Dec 16 13:46:42 GMT 2023","Sat Dec 16 13:46:43 GMT 2023","1090","","Visual Regression -Login Page","","","","Desktop Layout",""
"passed","Sat Dec 16 13:46:24 GMT 2023","Sat Dec 16 13:46:30 GMT 2023","6801","","Verify drag and drop","","","","should able to drag and drop element on Material Angular example page",""
"passed","Sat Dec 16 13:46:37 GMT 2023","Sat Dec 16 13:46:37 GMT 2023","308","","Visual Regression","","","","Should match https://example.com in resolution 1200,800",""
"passed","Sat Dec 16 13:46:43 GMT 2023","Sat Dec 16 13:46:44 GMT 2023","882","","Visual Regression -Login Page","","","","Tablet Layout",""
"passed","Sat Dec 16 13:46:37 GMT 2023","Sat Dec 16 13:46:37 GMT 2023","281","","Visual Regression","","","","Should match https://example.com in resolution ipad-2",""
