"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 16 10:46:50 GMT 2023","Sat Dec 16 10:46:51 GMT 2023","973","","Visual Regression -Login Page","","","","Tablet Layout",""
"passed","Sat Dec 16 10:46:41 GMT 2023","Sat Dec 16 10:46:41 GMT 2023","251","","Visual Regression","","","","Should match https://example.com in resolution iphone-6",""
"passed","Sat Dec 16 10:46:11 GMT 2023","Sat Dec 16 10:46:11 GMT 2023","410","","Visual Regression","","","","Should load account activity",""
"passed","Sat Dec 16 10:46:48 GMT 2023","Sat Dec 16 10:46:50 GMT 2023","1458","","Visual Regression -Login Page","","","","Desktop Layout",""
"passed","Sat Dec 16 10:46:42 GMT 2023","Sat Dec 16 10:46:42 GMT 2023","327","","Visual Regression","","","","Should match https://example.com in resolution 1200,800",""
"passed","Sat Dec 16 10:46:27 GMT 2023","Sat Dec 16 10:46:33 GMT 2023","6864","","Verify drag and drop","","","","should able to drag and drop element on Material Angular example page",""
"passed","Sat Dec 16 10:46:11 GMT 2023","Sat Dec 16 10:46:12 GMT 2023","527","","Visual Regression","","","","Data table snapshot",""
"passed","Sat Dec 16 10:46:41 GMT 2023","Sat Dec 16 10:46:42 GMT 2023","301","","Visual Regression","","","","Should match https://example.com in resolution ipad-2",""
"passed","Sat Dec 16 10:46:42 GMT 2023","Sat Dec 16 10:46:42 GMT 2023","69","","Cypress Tests with Docker","","","","should load website",""
"passed","Sat Dec 16 10:46:25 GMT 2023","Sat Dec 16 10:46:25 GMT 2023","389","","Verify drag and drop","","","","should drag and drop a draggable item - example 1",""
"passed","Sat Dec 16 10:46:42 GMT 2023","Sat Dec 16 10:46:42 GMT 2023","277","","Single Element Snapshot","","","","Should match a single element on the page",""
"passed","Sat Dec 16 10:46:51 GMT 2023","Sat Dec 16 10:46:52 GMT 2023","919","","Visual Regression -Login Page","","","","Mobile Layout",""
"passed","Sat Dec 16 10:46:12 GMT 2023","Sat Dec 16 10:46:18 GMT 2023","5977","","Visual Regression","","","","should verify the content of the pdf file",""
"passed","Sat Dec 16 10:46:42 GMT 2023","Sat Dec 16 10:46:42 GMT 2023","15","","Cypress Tests with Docker","","","","should load h1 element",""
"passed","Sat Dec 16 10:46:58 GMT 2023","Sat Dec 16 10:46:59 GMT 2023","1121","","Visual Testing with Percy and Cypress","","","","should take percy snapshot",""
