"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 24 10:46:41 GMT 2023","Sun Dec 24 10:46:48 GMT 2023","6985","","Verify drag and drop","","","","should able to drag and drop element on Material Angular example page",""
"passed","Sun Dec 24 10:47:05 GMT 2023","Sun Dec 24 10:47:06 GMT 2023","969","","Visual Regression -Login Page","","","","Mobile Layout",""
"passed","Sun Dec 24 10:47:12 GMT 2023","Sun Dec 24 10:47:13 GMT 2023","1133","","Visual Testing with Percy and Cypress","","","","should take percy snapshot",""
"passed","Sun Dec 24 10:47:02 GMT 2023","Sun Dec 24 10:47:04 GMT 2023","1611","","Visual Regression -Login Page","","","","Desktop Layout",""
"passed","Sun Dec 24 10:46:56 GMT 2023","Sun Dec 24 10:46:56 GMT 2023","65","","Cypress Tests with Docker","","","","should load website",""
"passed","Sun Dec 24 10:47:04 GMT 2023","Sun Dec 24 10:47:05 GMT 2023","1020","","Visual Regression -Login Page","","","","Tablet Layout",""
"passed","Sun Dec 24 10:46:55 GMT 2023","Sun Dec 24 10:46:55 GMT 2023","305","","Visual Regression","","","","Should match https://example.com in resolution ipad-2",""
"passed","Sun Dec 24 10:46:55 GMT 2023","Sun Dec 24 10:46:56 GMT 2023","356","","Visual Regression","","","","Should match https://example.com in resolution 1200,800",""
"passed","Sun Dec 24 10:46:39 GMT 2023","Sun Dec 24 10:46:39 GMT 2023","398","","Verify drag and drop","","","","should drag and drop a draggable item - example 1",""
"passed","Sun Dec 24 10:46:25 GMT 2023","Sun Dec 24 10:46:25 GMT 2023","406","","Visual Regression","","","","Data table snapshot",""
"passed","Sun Dec 24 10:46:24 GMT 2023","Sun Dec 24 10:46:25 GMT 2023","489","","Visual Regression","","","","Should load account activity",""
"passed","Sun Dec 24 10:46:56 GMT 2023","Sun Dec 24 10:46:56 GMT 2023","273","","Single Element Snapshot","","","","Should match a single element on the page",""
"passed","Sun Dec 24 10:46:55 GMT 2023","Sun Dec 24 10:46:55 GMT 2023","291","","Visual Regression","","","","Should match https://example.com in resolution iphone-6",""
"passed","Sun Dec 24 10:46:56 GMT 2023","Sun Dec 24 10:46:56 GMT 2023","14","","Cypress Tests with Docker","","","","should load h1 element",""
"passed","Sun Dec 24 10:46:25 GMT 2023","Sun Dec 24 10:46:31 GMT 2023","5718","","Visual Regression","","","","should verify the content of the pdf file",""
