"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 22 10:47:02 GMT 2023","Fri Dec 22 10:47:03 GMT 2023","481","","Visual Regression","","","","Data table snapshot",""
"passed","Fri Dec 22 10:47:03 GMT 2023","Fri Dec 22 10:47:08 GMT 2023","5579","","Visual Regression","","","","should verify the content of the pdf file",""
"passed","Fri Dec 22 10:47:02 GMT 2023","Fri Dec 22 10:47:02 GMT 2023","217","","Visual Regression","","","","Should load account activity",""
"passed","Fri Dec 22 10:47:37 GMT 2023","Fri Dec 22 10:47:37 GMT 2023","897","","Visual Regression -Login Page","","","","Tablet Layout",""
"passed","Fri Dec 22 10:47:44 GMT 2023","Fri Dec 22 10:47:45 GMT 2023","1154","","Visual Testing with Percy and Cypress","","","","should take percy snapshot",""
"passed","Fri Dec 22 10:47:30 GMT 2023","Fri Dec 22 10:47:30 GMT 2023","243","","Visual Regression","","","","Should match https://example.com in resolution iphone-6",""
"passed","Fri Dec 22 10:47:30 GMT 2023","Fri Dec 22 10:47:31 GMT 2023","247","","Single Element Snapshot","","","","Should match a single element on the page",""
"passed","Fri Dec 22 10:47:15 GMT 2023","Fri Dec 22 10:47:15 GMT 2023","466","","Verify drag and drop","","","","should drag and drop a draggable item - example 1",""
"passed","Fri Dec 22 10:47:30 GMT 2023","Fri Dec 22 10:47:30 GMT 2023","279","","Visual Regression","","","","Should match https://example.com in resolution ipad-2",""
"passed","Fri Dec 22 10:47:31 GMT 2023","Fri Dec 22 10:47:31 GMT 2023","63","","Cypress Tests with Docker","","","","should load website",""
"passed","Fri Dec 22 10:47:17 GMT 2023","Fri Dec 22 10:47:24 GMT 2023","6838","","Verify drag and drop","","","","should able to drag and drop element on Material Angular example page",""
"passed","Fri Dec 22 10:47:35 GMT 2023","Fri Dec 22 10:47:37 GMT 2023","1064","","Visual Regression -Login Page","","","","Desktop Layout",""
"passed","Fri Dec 22 10:47:37 GMT 2023","Fri Dec 22 10:47:38 GMT 2023","818","","Visual Regression -Login Page","","","","Mobile Layout",""
"passed","Fri Dec 22 10:47:30 GMT 2023","Fri Dec 22 10:47:30 GMT 2023","317","","Visual Regression","","","","Should match https://example.com in resolution 1200,800",""
"passed","Fri Dec 22 10:47:31 GMT 2023","Fri Dec 22 10:47:31 GMT 2023","11","","Cypress Tests with Docker","","","","should load h1 element",""
