"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 26 02:28:08 GMT 2023","Tue Dec 26 02:28:08 GMT 2023","390","","Verify drag and drop","","","","should drag and drop a draggable item - example 1",""
"passed","Tue Dec 26 02:28:25 GMT 2023","Tue Dec 26 02:28:25 GMT 2023","212","","Single Element Snapshot","","","","Should match a single element on the page",""
"passed","Tue Dec 26 02:28:25 GMT 2023","Tue Dec 26 02:28:25 GMT 2023","313","","Visual Regression","","","","Should match https://example.com in resolution 1200,800",""
"passed","Tue Dec 26 02:28:34 GMT 2023","Tue Dec 26 02:28:35 GMT 2023","946","","Visual Regression -Login Page","","","","Mobile Layout",""
"passed","Tue Dec 26 02:28:24 GMT 2023","Tue Dec 26 02:28:24 GMT 2023","255","","Visual Regression","","","","Should match https://example.com in resolution iphone-6",""
"passed","Tue Dec 26 02:28:10 GMT 2023","Tue Dec 26 02:28:18 GMT 2023","7654","","Verify drag and drop","","","","should able to drag and drop element on Material Angular example page",""
"passed","Tue Dec 26 02:27:54 GMT 2023","Tue Dec 26 02:27:55 GMT 2023","464","","Visual Regression","","","","Should load account activity",""
"passed","Tue Dec 26 02:28:33 GMT 2023","Tue Dec 26 02:28:34 GMT 2023","1021","","Visual Regression -Login Page","","","","Tablet Layout",""
"passed","Tue Dec 26 02:27:55 GMT 2023","Tue Dec 26 02:27:55 GMT 2023","333","","Visual Regression","","","","Data table snapshot",""
"passed","Tue Dec 26 02:27:55 GMT 2023","Tue Dec 26 02:28:01 GMT 2023","5717","","Visual Regression","","","","should verify the content of the pdf file",""
"passed","Tue Dec 26 02:28:31 GMT 2023","Tue Dec 26 02:28:33 GMT 2023","1596","","Visual Regression -Login Page","","","","Desktop Layout",""
"passed","Tue Dec 26 02:28:25 GMT 2023","Tue Dec 26 02:28:25 GMT 2023","14","","Cypress Tests with Docker","","","","should load h1 element",""
"passed","Tue Dec 26 02:28:24 GMT 2023","Tue Dec 26 02:28:25 GMT 2023","262","","Visual Regression","","","","Should match https://example.com in resolution ipad-2",""
"passed","Tue Dec 26 02:28:25 GMT 2023","Tue Dec 26 02:28:25 GMT 2023","43","","Cypress Tests with Docker","","","","should load website",""
"passed","Tue Dec 26 02:28:41 GMT 2023","Tue Dec 26 02:28:42 GMT 2023","1126","","Visual Testing with Percy and Cypress","","","","should take percy snapshot",""
