"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 18 10:46:54 GMT 2023","Mon Dec 18 10:46:55 GMT 2023","232","","Single Element Snapshot","","","","Should match a single element on the page",""
"passed","Mon Dec 18 10:46:55 GMT 2023","Mon Dec 18 10:46:55 GMT 2023","50","","Cypress Tests with Docker","","","","should load website",""
"passed","Mon Dec 18 10:46:59 GMT 2023","Mon Dec 18 10:47:00 GMT 2023","1041","","Visual Regression -Login Page","","","","Desktop Layout",""
"passed","Mon Dec 18 10:46:54 GMT 2023","Mon Dec 18 10:46:54 GMT 2023","345","","Visual Regression","","","","Should match https://example.com in resolution 1200,800",""
"passed","Mon Dec 18 10:46:40 GMT 2023","Mon Dec 18 10:46:47 GMT 2023","7076","","Verify drag and drop","","","","should able to drag and drop element on Material Angular example page",""
"passed","Mon Dec 18 10:47:00 GMT 2023","Mon Dec 18 10:47:01 GMT 2023","913","","Visual Regression -Login Page","","","","Tablet Layout",""
"passed","Mon Dec 18 10:47:01 GMT 2023","Mon Dec 18 10:47:02 GMT 2023","828","","Visual Regression -Login Page","","","","Mobile Layout",""
"passed","Mon Dec 18 10:46:38 GMT 2023","Mon Dec 18 10:46:38 GMT 2023","436","","Verify drag and drop","","","","should drag and drop a draggable item - example 1",""
"passed","Mon Dec 18 10:46:26 GMT 2023","Mon Dec 18 10:46:32 GMT 2023","5593","","Visual Regression","","","","should verify the content of the pdf file",""
"passed","Mon Dec 18 10:46:25 GMT 2023","Mon Dec 18 10:46:26 GMT 2023","204","","Visual Regression","","","","Should load account activity",""
"passed","Mon Dec 18 10:46:53 GMT 2023","Mon Dec 18 10:46:54 GMT 2023","258","","Visual Regression","","","","Should match https://example.com in resolution iphone-6",""
"passed","Mon Dec 18 10:47:07 GMT 2023","Mon Dec 18 10:47:09 GMT 2023","1108","","Visual Testing with Percy and Cypress","","","","should take percy snapshot",""
"passed","Mon Dec 18 10:46:26 GMT 2023","Mon Dec 18 10:46:26 GMT 2023","419","","Visual Regression","","","","Data table snapshot",""
"passed","Mon Dec 18 10:46:55 GMT 2023","Mon Dec 18 10:46:55 GMT 2023","14","","Cypress Tests with Docker","","","","should load h1 element",""
"passed","Mon Dec 18 10:46:54 GMT 2023","Mon Dec 18 10:46:54 GMT 2023","304","","Visual Regression","","","","Should match https://example.com in resolution ipad-2",""
