"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 12 23:52:29 GMT 2023","Tue Dec 12 23:52:29 GMT 2023","24","","Cypress Tests with Docker","","","","should load h1 element",""
"passed","Tue Dec 12 23:52:28 GMT 2023","Tue Dec 12 23:52:28 GMT 2023","326","","Visual Regression","","","","Should match https://example.com in resolution ipad-2",""
"passed","Tue Dec 12 23:52:38 GMT 2023","Tue Dec 12 23:52:39 GMT 2023","1254","","Visual Regression -Login Page","","","","Mobile Layout",""
"passed","Tue Dec 12 23:52:27 GMT 2023","Tue Dec 12 23:52:28 GMT 2023","320","","Visual Regression","","","","Should match https://example.com in resolution iphone-6",""
"passed","Tue Dec 12 23:52:44 GMT 2023","Tue Dec 12 23:52:45 GMT 2023","1130","","Visual Testing with Percy and Cypress","","","","should take percy snapshot",""
"passed","Tue Dec 12 23:52:21 GMT 2023","Tue Dec 12 23:52:22 GMT 2023","644","","Visual Regression","","","","Data table snapshot",""
"passed","Tue Dec 12 23:52:36 GMT 2023","Tue Dec 12 23:52:38 GMT 2023","1348","","Visual Regression -Login Page","","","","Tablet Layout",""
"passed","Tue Dec 12 23:52:28 GMT 2023","Tue Dec 12 23:52:28 GMT 2023","352","","Visual Regression","","","","Should match https://example.com in resolution 1200,800",""
"passed","Tue Dec 12 23:52:28 GMT 2023","Tue Dec 12 23:52:29 GMT 2023","251","","Single Element Snapshot","","","","Should match a single element on the page",""
"passed","Tue Dec 12 23:52:29 GMT 2023","Tue Dec 12 23:52:29 GMT 2023","51","","Cypress Tests with Docker","","","","should load website",""
"passed","Tue Dec 12 23:52:21 GMT 2023","Tue Dec 12 23:52:21 GMT 2023","707","","Visual Regression","","","","Should load account activity",""
"passed","Tue Dec 12 23:52:34 GMT 2023","Tue Dec 12 23:52:36 GMT 2023","2111","","Visual Regression -Login Page","","","","Desktop Layout",""
