"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 16 21:52:14 GMT 2023","Sat Dec 16 21:52:14 GMT 2023","300","","Visual Regression","","","","Should match https://example.com in resolution ipad-2",""
"passed","Sat Dec 16 21:51:45 GMT 2023","Sat Dec 16 21:51:46 GMT 2023","198","","Visual Regression","","","","Should load account activity",""
"passed","Sat Dec 16 21:52:15 GMT 2023","Sat Dec 16 21:52:15 GMT 2023","231","","Single Element Snapshot","","","","Should match a single element on the page",""
"passed","Sat Dec 16 21:52:00 GMT 2023","Sat Dec 16 21:52:07 GMT 2023","6974","","Verify drag and drop","","","","should able to drag and drop element on Material Angular example page",""
"passed","Sat Dec 16 21:52:28 GMT 2023","Sat Dec 16 21:52:29 GMT 2023","1114","","Visual Testing with Percy and Cypress","","","","should take percy snapshot",""
"passed","Sat Dec 16 21:52:15 GMT 2023","Sat Dec 16 21:52:15 GMT 2023","15","","Cypress Tests with Docker","","","","should load h1 element",""
"passed","Sat Dec 16 21:52:14 GMT 2023","Sat Dec 16 21:52:15 GMT 2023","358","","Visual Regression","","","","Should match https://example.com in resolution 1200,800",""
"passed","Sat Dec 16 21:52:22 GMT 2023","Sat Dec 16 21:52:23 GMT 2023","851","","Visual Regression -Login Page","","","","Mobile Layout",""
"passed","Sat Dec 16 21:52:14 GMT 2023","Sat Dec 16 21:52:14 GMT 2023","338","","Visual Regression","","","","Should match https://example.com in resolution iphone-6",""
"passed","Sat Dec 16 21:52:20 GMT 2023","Sat Dec 16 21:52:21 GMT 2023","1063","","Visual Regression -Login Page","","","","Desktop Layout",""
"passed","Sat Dec 16 21:52:21 GMT 2023","Sat Dec 16 21:52:22 GMT 2023","911","","Visual Regression -Login Page","","","","Tablet Layout",""
"passed","Sat Dec 16 21:51:46 GMT 2023","Sat Dec 16 21:51:46 GMT 2023","381","","Visual Regression","","","","Data table snapshot",""
"passed","Sat Dec 16 21:51:46 GMT 2023","Sat Dec 16 21:51:52 GMT 2023","5602","","Visual Regression","","","","should verify the content of the pdf file",""
"passed","Sat Dec 16 21:51:58 GMT 2023","Sat Dec 16 21:51:58 GMT 2023","486","","Verify drag and drop","","","","should drag and drop a draggable item - example 1",""
"passed","Sat Dec 16 21:52:15 GMT 2023","Sat Dec 16 21:52:15 GMT 2023","43","","Cypress Tests with Docker","","","","should load website",""
